order_id,date,time
933,2024-12-22,13:07:55
934,2024-08-04,18:30:04
935,2024-04-27,13:46:51
936,2024-02-22,06:23:56
937,2024-06-02,08:49:52
938,2024-03-09,18:43:09
939,2024-02-05,16:00:39
940,2024-11-28,10:22:46
941,2024-04-19,17:09:58
942,2024-07-29,17:28:55
943,2024-04-21,05:06:08
944,2024-03-04,17:24:22
945,2024-08-07,12:08:15
946,2024-05-21,18:15:35
947,2024-11-03,17:38:18
948,2024-12-19,01:54:42
949,2024-06-03,11:38:32
950,2024-04-06,19:18:41
951,2024-01-28,19:50:15
952,2024-09-10,13:15:31
953,2024-11-22,17:33:56
954,2024-01-07,23:59:20
955,2024-03-08,13:53:36
956,2024-08-03,13:43:11
957,2024-08-29,22:49:04
958,2024-01-09,17:00:16
959,2024-04-20,02:03:50
960,2024-07-22,15:40:45
961,2024-09-13,19:27:44
962,2024-07-24,05:34:34
963,2024-11-11,09:05:19
964,2024-02-10,16:13:51
965,2024-03-20,16:25:37
966,2024-11-20,19:41:43
967,2024-11-25,04:44:27
968,2024-05-02,03:05:59
969,2024-08-10,07:39:38
970,2024-01-29,12:47:42
971,2024-03-30,07:45:08
972,2024-12-25,00:31:22
973,2024-09-24,16:52:46
974,2024-05-12,10:08:47
975,2024-05-17,19:07:49
976,2024-01-16,13:27:17
977,2024-09-25,04:45:36
978,2024-11-17,04:29:32
979,2024-07-03,03:54:36
980,2024-03-26,13:16:49
981,2024-02-22,20:43:46
982,2024-02-29,11:32:00
983,2024-01-23,20:00:15
984,2024-01-24,15:24:58
985,2024-03-17,10:54:02
986,2024-10-10,19:45:47
987,2024-12-01,14:20:15
988,2024-08-01,21:20:17
989,2024-02-09,17:07:32
990,2024-12-10,20:11:14
991,2024-09-21,22:25:04
992,2024-08-26,20:49:54
993,2024-06-08,13:35:29
994,2024-01-05,13:18:36
995,2024-06-04,19:15:29
996,2024-07-07,17:31:49
997,2024-04-10,19:34:48
998,2024-05-05,09:59:26
999,2024-01-13,11:22:40
1000,2024-12-21,20:21:00
